
Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO
153,Orlando Calixte\calixor01,2019-01-24,Seattle Mariners,SFG,27,-0.7,3,,,,,,,,,,,,,,,,,,,,,,,,
154,Jamie Callahan\callaja01,2019-01-24,San Francisco Giants,NYM,24,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,
155,Eric Campbell\campber01,2019-01-24,Oakland Athletics,MIA,32,-0.4,4,,,,,,,,,,,,,,,,,,,,,,,,
156,Tyler Danish\danisty01,2019-01-24,Seattle Mariners,CHW,24,0.0,3,0,0,0,0,0,0,0,0,,,,,2,0,4.85,2.308,11,1,0,13.0,17,2,13,11
157,Dean Kiekhefer\kiekhde01,2019-01-24,Oakland Athletics,OAK,30,-0.2,2,26,1,0,0,0,0,0,0,.000,.000,.000,.000,0,0,6.38,1.625,30,0,0,24.0,31,3,8,15
158,Jose Lobaton\lobatjo01,2019-01-24,Seattle Mariners,NYM,34,-1.3,9,413,1134,109,244,21,107,0,121,.215,.293,.319,.612,,,,,,,,,,,,
159,Kyle Lobstein\lobstky01,2019-01-24,Oakland Athletics,LAD,29,0.4,4,,,,,,,,,,,,,,,,,,,,,,,,
160,Tommy Milone\milonto01,2019-01-24,Seattle Mariners,WSN,32,-1.5,8,35,43,4,7,1,7,0,3,.163,.217,.233,.450,46,37,4.42,1.345,151,130,2,763.0,837,121,189,554
161,Adam Ottavino\ottavad01,2019-01-24,New York Yankees,COL,33,3.8,8,343,24,1,2,0,0,0,1,.083,.120,.083,.203,17,20,3.68,1.300,366,3,17,413.0,363,41,174,464
162,Boog Powell\powelbo02,2019-01-24,San Diego Padres,OAK,26,0.5,2,59,141,27,37,3,12,1,16,.262,.333,.383,.716,,,,,,,,,,,,
163,Brian Schlitter\schlibr01,2019-01-24,Oakland Athletics,LAD,33,,3,74,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,3,6,5.40,1.591,78,0,0,71.2,88,6,26,42
164,Donovan Solano\solando01,2019-01-24,San Francisco Giants,LAD,31,0.0,5,370,1068,99,274,9,99,11,65,.257,.306,.331,.636,,,,,,,,,,,,
165,Chris Stewart\stewach01,2019-01-24,San Diego Padres,ARI,37,-1.1,12,457,1184,106,272,9,90,6,99,.230,.297,.291,.588,,,,,,,,,,,,
166,Eric Stout\stouter01,2019-01-24,San Diego Padres,KCR,26,-0.4,1,0,0,0,0,0,0,0,0,,,,,0,0,23.14,3.857,3,0,0,2.1,7,2,2,2
167,Beau Taylor\taylobe11,2019-01-24,Oakland Athletics,OAK,29,0.0,1,7,5,0,1,0,0,0,1,.200,.333,.400,.733,,,,,,,,,,,,
168,Carlos Torres\torreca01,2019-01-24,San Diego Padres,WSN,36,2.4,9,334,34,2,4,0,2,0,2,.118,.167,.118,.284,30,31,4.04,1.346,358,16,5,500.2,483,61,191,439
169,Cristhian Adames\adamecr01,2019-01-23,Chicago Cubs,MIA,27,-0.8,4,166,306,31,63,2,20,2,28,.206,.283,.278,.561,,,,,,,,,,,,
170,Drew Pomeranz\pomerdr01,2019-01-23,San Francisco Giants,BOS,30,7.2,8,62,70,4,12,2,5,0,1,.171,.183,.286,.469,44,48,3.92,1.349,196,122,3,710.0,653,86,305,687
171,Christian Bergman\bergmch01,2019-01-22,Chicago Cubs,SEA,31,-0.6,5,56,37,2,5,0,1,0,1,.135,.158,.135,.293,11,15,5.59,1.474,71,25,0,215.2,269,40,49,130
172,Taylor Guerrieri\guerrta02,2019-01-22,Texas Rangers,TOR,26,0.1,1,1,0,0,0,0,0,0,0,,,,,0,0,4.66,1.345,9,0,0,9.2,9,1,4,8
173,Nick Markakis\markani01,2019-01-22,Atlanta Braves,ATL,35,4.9,13,2001,7758,1043,2237,179,969,64,834,.288,.358,.424,.782,,,,,,,,,,,,
174,Fernando Rodriguez Jr.\rodrife02,2019-01-22,San Diego Padres,BOS,35,0.4,9,,,,,,,,,,,,,,,,,,,,,,,,
175,Tony Sanchez\sanchto01,2019-01-22,Texas Rangers,TEX,31,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,
176,Gordon Beckham\beckhgo01,2019-01-21,Detroit Tigers,SEA,32,-1.3,10,986,3180,391,759,74,336,32,253,.239,.302,.366,.669,,,,,,,,,,,,
177,Danny Farquhar\farquda01,2019-01-21,New York Yankees,CHW,32,0.8,7,10,0,0,0,0,0,0,0,,,,,10,15,3.93,1.259,253,0,18,272.1,237,30,106,309
178,Wilmer Flores\florewi01,2019-01-21,Arizona Diamondbacks,NYM,27,0.8,6,581,1866,214,488,68,253,3,105,.262,.303,.424,.727,,,,,,,,,,,,
179,Luis Sardinas\sardilu01,2019-01-21,Washington Nationals,BAL,26,-0.9,5,182,459,50,103,5,32,10,29,.224,.274,.292,.566,,,,,,,,,,,,
180,Cody Allen\allenco01,2019-01-20,Los Angeles Angels,CLE,30,3.5,7,32,0,0,0,0,0,0,0,,,,,24,29,2.98,1.189,456,0,149,440.2,351,46,173,564
181,Avisail Garcia\garciav01,2019-01-18,Tampa Bay Rays,CHW,28,5.7,7,638,2303,304,624,76,302,26,149,.271,.321,.420,.742,,,,,,,,,,,,
182,Rob Scahill\scahiro01,2019-01-18,Chicago Cubs,CHW,32,0.2,7,113,5,0,0,0,0,0,1,.000,.167,.000,.167,5,7,3.85,1.443,124,0,0,149.2,157,16,59,99
183,Josh Thole\tholejo01,2019-01-17,Los Angeles Dodgers,DET,32,-0.8,9,,,,,,,,,,,,,,,,,,,,,,,,
184,Allen Webster\webstal01,2019-01-17,Chicago Cubs,CHC,29,0.0,4,12,11,1,0,0,0,0,0,.000,.000,.000,.000,8,6,6.13,1.589,31,23,0,123.1,129,21,67,79
185,Buddy Boshers\boshebu01,2019-01-16,Cincinnati Reds,PIT,31,0.0,3,6,0,0,0,0,0,0,0,,,,,3,0,4.59,1.274,100,0,0,86.1,85,10,25,78
186,Paolo Espino\espinpa01,2019-01-16,Washington Nationals,MIL,32,-0.1,1,,,,,,,,,,,,,,,,,,,,,,,,
187,Felix Jorge\jorgefe01,2019-01-16,Cincinnati Reds,MIN,25,-0.3,1,,,,,,,,,,,,,,,,,,,,,,,,
188,Jed Lowrie\lowrije01,2019-01-16,New York Mets,OAK,35,8.2,11,1109,3984,521,1043,104,509,7,438,.262,.335,.414,.749,,,,,,,,,,,,
189,Yasmani Grandal\grandya01,2019-01-14,Milwaukee Brewers,LAD,30,8.2,7,726,2280,295,547,113,339,6,348,.240,.341,.441,.782,,,,,,,,,,,,
190,Javy Guerra\guerrja01,2019-01-14,Toronto Blue Jays,MIA,33,-0.8,8,148,1,0,0,0,0,0,1,.000,.500,.000,.500,8,11,3.42,1.420,201,0,31,213.1,209,14,94,171
191,Derek Holland\hollade01,2019-01-14,San Francisco Giants,SFG,32,1.0,10,42,68,3,5,0,0,0,3,.074,.113,.088,.201,76,73,4.44,1.363,244,214,0,1291.1,1307,182,453,1063
192,DJ LeMahieu\lemahdj01,2019-01-14,New York Yankees,COL,30,11.1,8,955,3445,501,1026,49,349,75,278,.298,.350,.406,.756,,,,,,,,,,,,
193,Blake Parker\parkebl01,2019-01-14,Minnesota Twins,LAA,34,2.9,6,77,0,0,0,0,0,0,0,,,,,8,7,3.29,1.163,229,0,24,224.1,193,30,68,256
194,Jake Petricka\petrija01,2019-01-14,Milwaukee Brewers,TOR,31,-0.7,6,15,1,0,0,0,0,0,0,.000,.000,.000,.000,10,12,3.98,1.520,222,0,16,223.2,249,18,91,172
195,Daniel Schlereth\schleda01,2019-01-14,Boston Red Sox,SEA,33,,9,,,,,,,,,,,,,,,,,,,,,,,,
196,Lane Adams\adamsla01,2019-01-13,Philadelphia Phillies,ATL,29,0.7,3,117,137,30,36,7,26,11,14,.263,.333,.467,.800,,,,,,,,,,,,
197,Brian Dozier\doziebr01,2019-01-13,Washington Nationals,LAD,32,11.7,7,1002,3885,609,954,172,511,102,426,.246,.324,.444,.768,,,,,,,,,,,,
198,David Phelps\phelpda01,2019-01-12,Toronto Blue Jays,SEA,32,3.1,6,132,52,0,6,0,1,0,0,.115,.132,.115,.247,30,33,3.89,1.320,228,64,5,553.2,515,57,216,520
199,Zack Britton\brittza01,2019-01-11,New York Yankees,NYY,31,5.9,8,19,8,3,5,1,2,0,0,.625,.625,1.125,1.750,31,22,3.21,1.261,331,46,142,541.2,478,34,205,446
200,Drew Hutchison\hutchdr01,2019-01-11,New York Yankees,TEX,28,-0.2,5,23,11,0,3,0,0,0,1,.273,.333,.273,.606,32,23,5.10,1.403,98,79,0,460.1,489,68,157,415
201,Gregory Infante\infangr01,2019-01-11,Baltimore Orioles,CHW,31,0.8,3,4,0,0,0,0,0,0,0,,,,,3,2,3.56,1.332,67,0,0,68.1,59,4,32,60
202,Edward Paredes\pareded02,2019-01-11,Philadelphia Phillies,LAD,32,0.0,2,23,0,0,0,0,0,0,0,,,,,3,0,4.50,1.063,25,0,0,16.0,15,3,2,19
203,Hector Santiago\santihe01,2019-01-11,New York Mets,CHW,31,1.7,8,19,20,0,3,0,0,0,0,.150,.150,.150,.300,46,49,4.05,1.370,238,137,6,887.0,808,135,407,786
204,Bo Schultz\schulbo02,2019-01-11,Baltimore Orioles,PIT,33,-0.1,4,,,,,,,,,,,,,,,,,,,,,,,,
205,Burch Smith\smithbu03,2019-01-11,Milwaukee Brewers,KCR,29,-1.2,2,10,9,0,1,0,0,0,1,.111,.200,.111,.311,2,9,6.77,1.662,48,13,0,114.1,129,24,61,123
206,Luis Avilan\avilalu01,2019-01-10,New York Mets,PHI,29,1.4,7,324,7,0,1,0,0,0,0,.143,.143,.143,.286,19,10,3.09,1.225,399,0,2,308.2,260,15,118,276
207,Tim Beckham\beckhti01,2019-01-10,Seattle Mariners,BAL,29,5.2,5,384,1310,162,330,48,151,12,90,.252,.304,.424,.728,,,,,,,,,,,,
208,Bryce Brentz\brentbr01,2019-01-10,Boston Red Sox,NYM,30,-0.1,4,,,,,,,,,,,,,,,,,,,,,,,,
209,Cory Gearrin\gearrco01,2019-01-10,Seattle Mariners,OAK,33,3.2,7,234,3,0,1,0,0,0,0,.333,.333,.333,.667,12,9,3.54,1.285,270,0,5,246.2,213,18,104,235
210,Jon Jay\jayjo02,2019-01-10,Chicago White Sox,ARI,34,3.0,9,1131,3609,513,1030,36,327,55,274,.285,.352,.378,.729,,,,,,,,,,,,
211,Tomas Telis\telisto01,2019-01-10,Minnesota Twins,MIA,28,-0.4,5,122,252,25,58,1,24,0,7,.230,.267,.298,.565,,,,,,,,,,,,
212,Jeanmar Gomez\gomezje01,2019-01-09,Texas Rangers,CHW,31,-1.0,9,219,19,0,3,0,0,0,0,.158,.158,.158,.316,27,30,4.40,1.433,299,46,40,540.0,596,60,178,348
213,Shelby Miller\millesh01,2019-01-09,Texas Rangers,ARI,28,-1.3,7,127,201,16,22,1,7,0,10,.109,.159,.184,.343,37,53,3.83,1.322,131,124,0,714.1,675,75,269,592
214,Carlos Ramirez\ramirca01,2019-01-09,Chicago Cubs,OAK,28,0.7,2,0,0,0,0,0,0,0,0,,,,,0,0,2.88,0.840,17,0,0,25.0,9,3,12,19
215,Danny Santana\santada01,2019-01-09,Texas Rangers,ATL,28,-1.5,5,364,1095,152,280,13,100,48,48,.256,.292,.375,.667,,,,,,,,,,,,
216,Odrisamer Despaigne\despaod01,2019-01-08,Cincinnati Reds,LAA,32,-1.5,5,82,78,0,5,0,1,0,2,.064,.088,.077,.164,13,24,4.94,1.416,106,47,1,349.2,372,33,123,217
217,Kelvin Herrera\herreke01,2019-01-08,Chicago White Sox,WSN,29,3.7,8,57,0,0,0,0,0,0,0,,,,,24,29,2.82,1.154,463,0,60,460.0,395,40,136,454
218,Alex Meyer\meyeral01,2019-01-08,Los Angeles Angels,LAA,29,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,
219,Carlos Perez\perezca02,2019-01-08,Baltimore Orioles,TEX,28,-0.5,4,212,618,47,133,11,58,4,34,.215,.257,.319,.576,,,,,,,,,,,,
220,Colin Rea\reaco01,2019-01-08,Chicago Cubs,SDP,28,-0.2,3,,,,,,,,,,,,,,,,,,,,,,,,
221,Alberto Rosario\rosaral01,2019-01-08,Arizona Diamondbacks,ARI,32,-0.3,2,,,,,,,,,,,,,,,,,,,,,,,,
222,Hernan Iribarren\iribahe01,2019-01-07,Cincinnati Reds,CIN,35,0.2,10,,,,,,,,,,,,,,,,,,,,,,,,
223,Steven Baron\baronst01,2019-01-04,Pittsburgh Pirates,STL,28,0.0,2,6,16,0,1,0,0,0,0,.063,.063,.063,.125,,,,,,,,,,,,
224,Roberto Gomez\gomezro01,2019-01-04,Pittsburgh Pirates,SFG,29,-0.6,2,8,2,0,0,0,0,0,0,.000,.000,.000,.000,1,0,7.98,2.114,9,0,0,14.2,29,0,2,14
225,Jacob Lindgren\lindgja01,2019-01-04,Chicago White Sox,ATL,26,,3,,,,,,,,,,,,,,,,,,,,,,,,
226,Rafael Montero\montera01,2019-01-04,Texas Rangers,NYM,28,-0.8,4,55,43,1,2,0,1,0,0,.047,.047,.047,.093,6,16,5.38,1.705,58,30,0,192.1,217,24,111,189
227,Cameron Perkins\perkica01,2019-01-04,Los Angeles Dodgers,SEA,28,-0.9,1,,,,,,,,,,,,,,,,,,,,,,,,
228,Adrian Sampson\sampsad01,2019-01-04,Texas Rangers,TEX,27,0.2,2,0,0,0,0,0,0,0,0,,,,,0,4,4.88,1.337,6,5,0,27.2,32,8,5,17
229,Cory Spangenberg\spangco01,2019-01-04,Milwaukee Brewers,SDP,28,0.9,5,387,1155,143,298,27,109,31,93,.258,.318,.391,.709,0,0,13.50,3.500,2,0,0,2.0,4,0,3,0
230,Troy Tulowitzki\tulowtr01,2019-01-04,New York Yankees,TOR,34,3.6,12,1286,4793,761,1389,224,779,57,509,.290,.361,.495,.856,,,,,,,,,,,,
231,Billy Burns\burnsbi02,2019-01-03,New York Yankees,KCR,29,-1.1,4,,,,,,,,,,,,,,,,,,,,,,,,
232,Taylor Featherston\feathta01,2019-01-03,Kansas City Royals,CIN,29,-0.2,3,,,,,,,,,,,,,,,,,,,,,,,,
233,Rymer Liriano\liriary01,2019-01-03,New York Mets,MIL,28,0.1,4,,,,,,,,,,,,,,,,,,,,,,,,
234,Paulo Orlando\orlanpa01,2019-01-03,Los Angeles Dodgers,KCR,33,1.7,4,278,874,98,230,14,81,18,22,.263,.289,.384,.673,,,,,,,,,,,,
235,David Robertson\roberda08,2019-01-03,Philadelphia Phillies,NYY,34,5.1,11,57,0,0,0,0,0,0,0,,,,,53,32,2.88,1.145,654,0,137,657.0,492,56,260,874
236,Nelson Cruz\cruzne02,2019-01-02,Minnesota Twins,SEA,38,11.9,14,1569,5758,838,1580,360,1011,76,551,.274,.342,.518,.860,,,,,,,,,,,,
237,Rob Wooten\wootero01,2019-01-02,Cincinnati Reds,CIN,33,,5,,,,,,,,,,,,,,,,,,,,,,,,
238,Randall Delgado\delgara01,2019-01-01,Chicago White Sox,ARI,29,1.0,8,257,87,5,14,0,2,0,1,.161,.170,.161,.331,30,29,4.10,1.325,271,53,2,542.2,516,67,203,465
239,Shane Peterson\petersh01,2018-12-31,Los Angeles Dodgers,SDP,31,0.2,5,,,,,,,,,,,,,,,,,,,,,,,,
240,Jonathan Lucroy\lucrojo01,2018-12-29,Los Angeles Angels,OAK,33,3.6,9,1101,3828,451,1060,100,509,30,339,.277,.337,.421,.758,,,,,,,,,,,,
241,Matt Shoemaker\shoemma01,2018-12-28,Toronto Blue Jays,LAA,32,2.7,6,4,6,0,0,0,0,0,1,.000,.143,.000,.143,40,32,3.93,1.204,101,93,0,545.0,527,74,129,490
242,Anibal Sanchez\sanchan01,2018-12-27,Washington Nationals,ATL,35,0.7,13,162,294,7,23,0,7,0,17,.078,.129,.088,.217,97,100,3.99,1.306,309,286,0,1729.1,1682,192,577,1549
243,Mike Fiers\fiersmi01,2018-12-24,Oakland Athletics,OAK,34,3.7,8,68,86,1,7,0,2,0,0,.081,.081,.081,.163,54,55,4.04,1.269,172,153,0,898.0,873,141,267,827
244,Tyler Lyons\lyonsty01,2018-12-24,Pittsburgh Pirates,STL,31,0.9,6,142,40,3,5,0,1,0,5,.125,.222,.125,.347,12,10,4.09,1.204,147,20,3,268.1,239,36,84,272
245,Scott Copeland\copelsc01,2018-12-23,Washington Nationals,NYM,31,0.1,2,2,1,0,0,0,0,0,0,.000,.000,.000,.000,1,1,5.94,1.620,6,3,0,16.2,25,1,2,8
246,Kendall Graveman\graveke01,2018-12-23,Chicago Cubs,OAK,28,4.3,5,6,5,0,0,0,0,0,0,.000,.000,.000,.000,23,29,4.38,1.377,83,78,0,446.0,484,58,130,286
247,Brandon Barnes\barnebr02,2018-12-22,Cleveland Indians,CLE,33,0.1,6,484,1172,133,284,20,102,22,67,.242,.290,.357,.647,,,,,,,,,,,,
248,Brooks Pounders\poundbr01,2018-12-22,Cleveland Indians,COL,28,-1.2,3,14,0,0,0,0,0,0,0,,,,,3,2,8.92,1.852,38,0,0,38.1,61,13,10,42
249,Gregor Blanco\blancgr01,2018-12-21,New York Mets,SFG,35,-1.8,10,1060,2929,394,746,26,235,122,363,.255,.338,.348,.687,,,,,,,,,,,,
250,Rob Brantly\brantro01,2018-12-21,Philadelphia Phillies,CLE,29,0.3,4,125,387,32,89,7,37,1,33,.230,.294,.333,.628,,,,,,,,,,,,
251,Allen Craig\craigal01,2018-12-21,San Diego Padres,SDP,34,,8,,,,,,,,,,,,,,,,,,,,,,,,
252,Dietrich Enns\ennsdi01,2018-12-21,San Diego Padres,MIN,28,-0.1,1,,,,,,,,,,,,,,,,,,,,,,,,
253,Nolan Fontana\fontano01,2018-12-21,Texas Rangers,LAA,28,-0.2,2,20,31,2,2,2,2,1,4,.065,.171,.258,.429,,,,,,,,,,,,
254,Phil Gosselin\gosseph01,2018-12-21,Philadelphia Phillies,ATL,30,-0.7,6,276,532,72,140,7,35,7,36,.263,.314,.361,.675,,,,,,,,,,,,
255,Matt Harvey\harvema01,2018-12-21,Los Angeles Angels,CIN,30,-0.6,6,129,250,8,27,1,14,0,4,.108,.122,.148,.270,41,44,3.80,1.202,133,128,0,767.1,719,86,203,723
256,Ariel Hernandez\hernaar01,2018-12-21,Texas Rangers,MIL,27,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,
257,Joe Kelly\kellyjo05,2018-12-21,Los Angeles Dodgers,BOS,31,1.6,7,91,87,7,15,0,5,1,0,.172,.189,.218,.407,43,25,3.87,1.385,250,79,2,625.1,612,55,254,498
258,Matt McBride\mcbrima02,2018-12-21,Philadelphia Phillies,PHI,34,-0.1,6,,,,,,,,,,,,,,,,,,,,,,,,
259,Andrew Miller\millean01,2018-12-21,St. Louis Cardinals,CLE,34,7.0,13,81,74,1,4,0,3,0,0,.054,.054,.054,.108,49,48,3.98,1.340,483,66,53,725.1,637,64,335,853
260,Charlie Morton\mortoch02,2018-12-21,Tampa Bay Rays,HOU,35,5.9,11,157,264,4,20,0,6,0,3,.076,.086,.091,.176,75,81,4.23,1.372,217,216,0,1206.2,1205,103,451,994
261,Daniel Murphy\murphda08,2018-12-21,Colorado Rockies,CHC,34,6.3,10,1280,4747,644,1421,122,641,67,325,.299,.344,.458,.803,,,,,,,,,,,,
262,Gregorio Petit\petitgr01,2018-12-21,Philadelphia Phillies,MIN,34,-0.2,6,197,458,55,114,4,35,4,27,.249,.294,.343,.637,,,,,,,,,,,,
263,Shane Robinson\robinsh01,2018-12-21,Philadelphia Phillies,NYY,34,0.1,9,461,760,105,168,7,66,19,73,.221,.288,.292,.580,,,,,,,,,,,,
264,Eric Sogard\sogarer01,2018-12-21,Toronto Blue Jays,MIL,33,1.0,8,584,1556,182,370,11,125,35,149,.238,.309,.314,.623,,,,,,,,,,,,
265,Joakim Soria\soriajo01,2018-12-21,Oakland Athletics,MIL,35,2.3,11,90,0,0,0,0,0,0,0,,,,,31,35,2.88,1.126,639,0,220,634.1,525,51,189,688
266,Pat Venditte\vendipa01,2018-12-21,San Francisco Giants,LAD,34,-0.2,3,16,1,0,0,0,0,0,0,.000,.000,.000,.000,2,2,4.45,1.284,56,0,0,64.2,57,9,26,51
267,Dean Anna\annade01,2018-12-20,Minnesota Twins,PHI,32,,4,,,,,,,,,,,,,,,,,,,,,,,,
268,Rex Brothers\brothre01,2018-12-20,New York Yankees,ATL,31,-0.4,7,301,4,0,0,0,0,0,0,.000,.000,.000,.000,20,14,3.79,1.496,314,0,20,266.0,244,24,154,311
269,Trevor Cahill\cahiltr01,2018-12-20,Los Angeles Angels,OAK,31,2.8,10,178,179,7,21,0,12,0,5,.117,.141,.145,.287,80,83,4.08,1.359,304,208,1,1343.1,1278,138,548,1007
270,Danny Coulombe\couloda01,2018-12-20,New York Yankees,OAK,29,1.2,5,20,1,0,0,0,0,0,0,.000,.000,.000,.000,6,4,4.27,1.326,153,0,0,143.1,129,16,61,134
271,Jairo Diaz\diazja01,2018-12-20,Colorado Rockies,COL,28,-0.1,3,23,0,0,0,0,0,0,0,,,,,0,1,3.64,1.551,30,0,0,29.2,32,2,14,28
272,Ian Kinsler\kinslia01,2018-12-20,San Diego Padres,BOS,37,10.7,13,1801,7165,1215,1943,248,887,241,674,.271,.339,.443,.782,,,,,,,,,,,,
273,Mike Morin\morinmi01,2018-12-20,Minnesota Twins,SEA,28,-0.7,5,10,0,0,0,0,0,0,0,,,,,10,8,4.66,1.282,186,0,1,174.0,174,15,49,166
274,Zac Rosscup\rosscza01,2018-12-20,Seattle Mariners,LAD,31,0.1,5,83,0,0,0,0,0,0,0,,,,,3,2,5.21,1.477,88,0,0,65.2,61,13,36,87
275,Carson Smith\smithca02,2018-12-20,Boston Red Sox,BOS,29,0.6,5,7,0,0,0,0,0,0,0,,,,,4,6,2.21,1.059,108,0,14,102.0,74,4,34,129
276,Ryan Weber\weberry01,2018-12-20,Boston Red Sox,TBR,28,-0.3,4,22,17,0,0,0,0,0,0,.000,.000,.000,.000,1,5,5.01,1.249,24,8,0,73.2,79,10,13,43
277,Francisco Arcia\arciafr01,2018-12-19,Chicago Cubs,LAA,29,0.0,1,40,103,10,21,6,23,1,1,.204,.226,.427,.654,0,0,9.00,1.667,2,0,0,3.0,5,2,0,0
278,Michael Brantley\brantmi02,2018-12-19,Houston Astros,CLE,32,5.7,10,1051,4055,543,1195,87,528,118,351,.295,.351,.430,.781,,,,,,,,,,,,
279,James McCann\mccanja02,2018-12-19,Chicago White Sox,DET,29,2.0,5,452,1536,135,368,40,177,2,91,.240,.288,.366,.653,,,,,,,,,,,,
280,Eduardo Paredes\pareded01,2018-12-19,Detroit Tigers,LAA,24,-0.3,2,1,0,0,0,0,0,0,0,,,,,0,1,5.53,1.451,32,0,1,40.2,46,7,13,32
281,Chris Smith\smithch10,2018-12-19,Detroit Tigers,WSN,30,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,
282,Mike Zagurski\zagurmi01,2018-12-19,Chicago Cubs,MIL,36,-0.7,6,84,0,0,0,0,0,0,0,,,,,1,1,7.78,1.808,91,0,0,76.1,90,11,48,77
283,Matt Adams\adamsma01,2018-12-18,Washington Nationals,STL,30,1.8,7,707,2026,248,539,96,332,4,139,.266,.314,.470,.784,,,,,,,,,,,,
284,Jim Adduci\adducji02,2018-12-18,Chicago Cubs,DET,34,0.4,4,149,391,48,92,5,39,7,29,.235,.286,.340,.626,,,,,,,,,,,,
285,Daniel Descalso\descada01,2018-12-18,Chicago Cubs,ARI,32,1.5,9,997,2351,306,564,46,279,24,280,.240,.324,.370,.694,0,0,4.76,0.882,5,0,0,5.2,4,2,1,2
286,Terrance Gore\gorete01,2018-12-18,Kansas City Royals,CHC,28,0.0,5,63,16,19,1,0,0,27,1,.063,.211,.063,.273,,,,,,,,,,,,
287,Lance Lynn\lynnla01,2018-12-18,Texas Rangers,NYY,32,3.7,7,173,276,15,23,0,5,0,12,.083,.127,.101,.229,82,57,3.57,1.321,214,190,1,1134.1,1053,100,445,1080
288,Erasmo Ramirez\ramirer02,2018-12-18,Boston Red Sox,SEA,29,1.0,7,14,14,0,2,0,1,0,0,.143,.143,.143,.286,32,39,4.36,1.253,192,92,3,637.2,618,97,181,496
289,Wilson Ramos\ramoswi01,2018-12-18,New York Mets,PHI,31,6.0,9,760,2726,282,745,109,426,0,182,.273,.317,.439,.756,,,,,,,,,,,,
290,Matt Bush\bushma01,2018-12-17,Texas Rangers,TEX,33,2.6,3,8,0,0,0,0,0,0,0,,,,,10,6,3.35,1.248,136,0,11,137.0,124,14,47,138
291,Zac Curtis\curtiza01,2018-12-17,Texas Rangers,TEX,26,-0.1,3,30,0,0,0,0,0,0,0,,,,,0,2,4.74,1.737,42,0,0,38.0,31,4,35,34
292,Chase d'Arnaud\darnach01,2018-12-17,Texas Rangers,SFG,32,-0.4,7,236,550,68,122,5,40,29,36,.222,.273,.316,.590,0,0,0.00,1.000,1,0,0,1.0,1,0,0,0
293,Rajai Davis\davisra01,2018-12-17,New York Mets,CLE,38,0.5,13,1419,4219,633,1106,61,379,415,266,.262,.311,.379,.690,,,,,,,,,,,,
294,Tim Dillard\dillati01,2018-12-17,Texas Rangers,MIL,35,,10,,,,,,,,,,,,,,,,,,,,,,,,
295,Phillip Evans\evansph01,2018-12-17,Chicago Cubs,NYM,26,-0.2,2,34,54,5,13,0,2,1,6,.241,.328,.278,.606,,,,,,,,,,,,
296,J.A. Happ\happja01,2018-12-17,New York Yankees,NYY,36,11.5,12,130,194,12,20,1,6,0,10,.103,.147,.129,.276,109,82,3.90,1.309,284,259,0,1530.2,1448,189,556,1357
297,Jordan Lyles\lylesjo01,2018-12-17,Pittsburgh Pirates,MIL,28,-1.9,8,189,172,13,21,2,11,0,10,.122,.170,.180,.351,31,52,5.28,1.457,217,115,2,768.2,860,97,260,550
298,Sam Howard\howarsa01,2018-12-16,Colorado Rockies,COL,26,0.1,1,4,0,0,0,0,0,0,0,,,,,0,0,2.25,2.000,4,0,0,4.0,5,0,3,1
299,Justin Bour\bourju01,2018-12-15,Los Angeles Angels,PHI,31,4.4,5,507,1563,188,407,84,277,3,201,.260,.344,.466,.811,,,,,,,,,,,,
300,Jeurys Familia\familje01,2018-12-14,New York Mets,OAK,29,3.2,7,300,5,0,2,0,1,0,0,.400,.400,.400,.800,17,19,2.73,1.211,343,1,124,352.2,284,16,143,369
301,Jordy Mercer\mercejo03,2018-12-14,Detroit Tigers,PIT,32,2.4,7,821,2710,291,693,55,277,13,222,.256,.316,.383,.699,,,,,,,,,,,,
302,Matt Szczur\szczuma01,2018-12-14,Arizona Diamondbacks,SDP,29,0.1,5,363,589,80,136,12,61,7,65,.231,.312,.355,.666,,,,,,,,,,,,
303,Alex Dickerson\dickeal01,2018-12-13,San Diego Padres,SDP,29,1.2,2,95,261,39,67,10,37,5,26,.257,.331,.448,.779,,,,,,,,,,,,
304,Gorkys Hernandez\hernago01,2018-12-13,Boston Red Sox,SFG,31,0.2,5,374,939,117,220,20,79,28,74,.234,.295,.357,.652,,,,,,,,,,,,
305,Corban Joseph\josepco01,2018-12-13,Oakland Athletics,BAL,30,-0.1,2,16,24,2,5,0,3,0,2,.208,.269,.292,.561,,,,,,,,,,,,
306,Andrew McCutchen\mccutan01,2018-12-12,Philadelphia Phillies,NYY,32,4.7,10,1501,5602,897,1608,223,790,185,780,.287,.378,.481,.859,,,,,,,,,,,,
307,Billy Hamilton\hamilbi02,2018-12-11,Kansas City Royals,CIN,28,4.0,6,690,2491,365,611,21,161,277,190,.245,.298,.333,.631,,,,,,,,,,,,
308,Chris Herrmann\herrmch01,2018-12-11,Oakland Athletics,HOU,31,1.1,7,340,803,99,165,24,95,10,85,.205,.282,.351,.633,,,,,,,,,,,,
