,Rk,Name,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,Date
111,112,Devin Mesoraco\mesorde01,New York Mets,NYM,31,0.4,8,468.0,1402.0,152.0,325.0,58.0,192.0,4.0,138.0,0.23199999999999998,0.309,0.406,0.715,,,,,,,,,,,,,2019
112,113,Hunter Pence\pencehu01,Texas Rangers,SFG,36,1.3,12,1607.0,6082.0,834.0,1701.0,224.0,877.0,114.0,491.0,0.28,0.33399999999999996,0.45799999999999996,0.792,,,,,,,,,,,,,2019
113,114,Jason Coats\coatsja01,Tampa Bay Rays,TBR,29,0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,2019
114,115,Nick Franklin\frankni01,Pittsburgh Pirates,MIL,28,0.1,6,301.0,833.0,83.0,178.0,24.0,96.0,17.0,77.0,0.214,0.285,0.359,0.644,,,,,,,,,,,,,2019
115,116,Tom Koehler\koehlto01,Pittsburgh Pirates,LAD,33,-1.1,6,,,,,,,,,,,,,,,,,,,,,,,,,2019
116,117,Justin Nicolino\nicolju01,Minnesota Twins,CIN,27,-1.1,3,,,,,,,,,,,,,,,,,,,,,,,,,2019
117,118,Cody Asche\ascheco01,Los Angeles Dodgers,NYM,29,-1.7,5,,,,,,,,,,,,,,,,,,,,,,,,,2019
118,119,Curtis Granderson\grandcu01,Miami Marlins,MIL,38,5.4,15,1919.0,6919.0,1173.0,1742.0,332.0,903.0,153.0,883.0,0.252,0.34,0.47,0.81,,,,,,,,,,,,,2019
119,120,Ty Kelly\kellyty01,Los Angeles Angels,NYM,30,0.1,3,118.0,158.0,21.0,32.0,3.0,21.0,0.0,20.0,0.203,0.28800000000000003,0.32299999999999995,0.611,,,,,,,,,,,,,2019
120,121,Jesus Sucre\sucreje01,Baltimore Orioles,TBR,31,0.4,6,223.0,597.0,47.0,133.0,10.0,66.0,3.0,26.0,0.223,0.259,0.308,0.568,0.0,0.0,18.0,3.5,5.0,0.0,0.0,4.0,12.0,1.0,2.0,0.0,2019
121,122,Francisco Liriano\liriafr01,Pittsburgh Pirates,DET,35,0.3,13,113.0,217.0,7.0,33.0,2.0,15.0,0.0,8.0,0.152,0.182,0.19399999999999998,0.376,107.0,111.0,4.18,1.359,350.0,300.0,1.0,1743.2,1589.0,176.0,781.0,1752.0,2019
122,123,Jonathan Aro\arojo01,Atlanta Braves,SDP,28,0.1,3,,,,,,,,,,,,,,,,,,,,,,,,,2019
123,124,Tony Barnette\barneto01,Chicago Cubs,TEX,35,2.5,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,11.0,4.0,3.5,1.25,125.0,0.0,2.0,144.0,137.0,13.0,43.0,132.0,2019
124,125,Jason Hammel\hammeja01,Texas Rangers,KCR,36,1.3,13,189.0,344.0,21.0,52.0,1.0,21.0,0.0,7.0,0.151,0.168,0.183,0.35100000000000003,96.0,114.0,4.62,1.3730000000000002,377.0,298.0,4.0,1810.1,1919.0,232.0,567.0,1428.0,2019
125,126,Wade Miley\mileywa01,Houston Astros,MIL,32,1.5,8,126.0,239.0,12.0,37.0,1.0,12.0,0.0,9.0,0.155,0.185,0.188,0.374,71.0,76.0,4.26,1.3880000000000001,216.0,212.0,0.0,1236.1,1287.0,134.0,429.0,975.0,2019
126,127,Greg Holland\hollagr01,Arizona Diamondbacks,WSN,33,1.3,8,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,23.0,20.0,2.83,1.181,426.0,0.0,189.0,423.1,317.0,25.0,183.0,547.0,2019
127,128,Ian Krol\krolia01,Cincinnati Reds,NYM,28,0.6,6,145.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,4.5,1.4680000000000002,225.0,0.0,1.0,190.0,206.0,27.0,73.0,178.0,2019
128,129,Brandon Maurer\maurebr01,Pittsburgh Pirates,KCR,28,-2.5,6,157.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,31.0,5.36,1.442,289.0,21.0,36.0,371.0,407.0,47.0,128.0,326.0,2019
129,130,Jenrry Mejia\mejiaje01,Boston Red Sox,NYM,29,,8,,,,,,,,,,,,,,,,,,,,,,,,,2019
130,131,Martin Perez\perezma02,Minnesota Twins,TEX,28,3.2,7,11.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.1,43.0,49.0,4.63,1.479,141.0,128.0,0.0,761.1,856.0,81.0,270.0,462.0,2019
131,132,Mark Reynolds\reynoma01,Colorado Rockies,WSN,35,2.0,12,1610.0,5297.0,781.0,1260.0,294.0,851.0,62.0,685.0,0.23800000000000002,0.32899999999999996,0.456,0.785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2019
132,133,JB Shuck\shuckja01,Pittsburgh Pirates,MIA,32,-2.8,6,433.0,1125.0,133.0,275.0,8.0,84.0,24.0,79.0,0.244,0.294,0.316,0.61,0.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2019
133,134,Ezequiel Carrera\carreez01,Los Angeles Dodgers,NYM,32,0.4,7,,,,,,,,,,,,,,,,,,,,,,,,,2019
134,135,Freddy Galvis\galvifr01,Toronto Blue Jays,SDP,29,4.7,7,804.0,2867.0,298.0,704.0,65.0,300.0,51.0,173.0,0.24600000000000002,0.29,0.374,0.664,,,,,,,,,,,,,2019
135,136,Shawn Kelley\kellesh01,Texas Rangers,OAK,35,1.9,10,187.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,23.0,3.67,1.167,443.0,0.0,15.0,417.1,357.0,64.0,130.0,478.0,2019
136,137,Neil Walker\walkene01,Miami Marlins,NYY,33,4.0,10,1173.0,4207.0,569.0,1127.0,141.0,568.0,29.0,417.0,0.268,0.33899999999999997,0.43,0.768,,,,,,,,,,,,,2019
137,138,Emilio Bonifacio\bonifem01,Tampa Bay Rays,MIL,34,-0.7,11,,,,,,,,,,,,,,,,,,,,,,,,,2019
138,139,Mike Olt\oltmi01,Minnesota Twins,BOS,30,,6,,,,,,,,,,,,,,,,,,,,,,,,,2019
139,140,Ricardo Pinto\pintori01,Tampa Bay Rays,CHW,25,-0.9,1,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.89,1.8880000000000001,25.0,0.0,0.0,29.2,39.0,7.0,17.0,25.0,2019
140,141,Casey Sadler\sadleca02,Tampa Bay Rays,PIT,28,-0.3,3,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.86,1.729,9.0,1.0,0.0,19.2,25.0,1.0,9.0,15.0,2019
141,142,Luis Santos\santolu01,Tampa Bay Rays,TOR,28,0.2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,5.15,1.5,25.0,1.0,1.0,36.2,41.0,8.0,14.0,40.0,2019
142,143,Justin Wilson\wilsoju10,New York Mets,CHC,31,2.7,7,231.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,3.33,1.268,412.0,0.0,14.0,370.2,304.0,27.0,166.0,407.0,2019
143,144,Hunter Strickland\strichu01,Seattle Mariners,SFG,30,2.4,5,243.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,2.91,1.195,253.0,0.0,19.0,226.0,191.0,17.0,79.0,211.0,2019
144,145,A.J. Pollock\polloaj01,Los Angeles Dodgers,ARI,31,6.1,7,637.0,2277.0,367.0,640.0,74.0,264.0,103.0,185.0,0.281,0.33799999999999997,0.467,0.805,,,,,,,,,,,,,2019
145,146,Alec Asher\asheral01,Colorado Rockies,MIL,27,0.7,4,15.0,18.0,0.0,3.0,0.0,2.0,0.0,0.0,0.16699999999999998,0.16699999999999998,0.222,0.389,4.0,12.0,5.42,1.379,38.0,18.0,0.0,119.2,127.0,19.0,38.0,78.0,2019
146,147,Justin De Fratus\defraju01,Los Angeles Dodgers,LAD,31,,7,,,,,,,,,,,,,,,,,,,,,,,,,2019
147,148,Marco Estrada\estrama01,Oakland Athletics,TOR,35,6.1,11,150.0,135.0,4.0,19.0,0.0,7.0,0.0,7.0,0.141,0.183,0.17,0.353,62.0,66.0,4.24,1.213,278.0,189.0,0.0,1227.2,1102.0,192.0,387.0,1083.0,2019
148,149,George Kontos\kontoge01,Chicago Cubs,NYY,34,1.8,8,313.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,3.1,1.1540000000000001,350.0,0.0,2.0,357.0,309.0,38.0,103.0,288.0,2019
149,150,Oliver Perez\perezol01,Cleveland Indians,CLE,37,1.8,16,429.0,344.0,14.0,56.0,0.0,15.0,3.0,14.0,0.163,0.19399999999999998,0.16899999999999998,0.363,70.0,87.0,4.39,1.439,603.0,195.0,3.0,1399.1,1272.0,192.0,742.0,1479.0,2019
150,151,Dustin Ackley\ackledu01,Seattle Mariners,LAA,31,-0.3,7,,,,,,,,,,,,,,,,,,,,,,,,,2019
151,152,Asdrubal Cabrera\cabreas01,Texas Rangers,PHI,33,4.8,12,1529.0,5686.0,760.0,1530.0,162.0,705.0,86.0,477.0,0.26899999999999996,0.33,0.424,0.754,,,,,,,,,,,,,2019
152,153,Orlando Calixte\calixor01,Seattle Mariners,SFG,27,-0.7,3,,,,,,,,,,,,,,,,,,,,,,,,,2019
153,154,Jamie Callahan\callaja01,San Francisco Giants,NYM,24,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,2019
154,155,Eric Campbell\campber01,Oakland Athletics,MIA,32,-0.4,4,,,,,,,,,,,,,,,,,,,,,,,,,2019
155,156,Tyler Danish\danisty01,Seattle Mariners,CHW,24,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,0.0,4.85,2.3080000000000003,11.0,1.0,0.0,13.0,17.0,2.0,13.0,11.0,2019
156,157,Dean Kiekhefer\kiekhde01,Oakland Athletics,OAK,30,-0.2,2,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,1.625,30.0,0.0,0.0,24.0,31.0,3.0,8.0,15.0,2019
157,158,Jose Lobaton\lobatjo01,Seattle Mariners,NYM,34,-1.3,9,413.0,1134.0,109.0,244.0,21.0,107.0,0.0,121.0,0.215,0.293,0.319,0.612,,,,,,,,,,,,,2019
158,159,Kyle Lobstein\lobstky01,Oakland Athletics,LAD,29,0.4,4,,,,,,,,,,,,,,,,,,,,,,,,,2019
159,160,Tommy Milone\milonto01,Seattle Mariners,WSN,32,-1.5,8,35.0,43.0,4.0,7.0,1.0,7.0,0.0,3.0,0.163,0.217,0.233,0.45,46.0,37.0,4.42,1.345,151.0,130.0,2.0,763.0,837.0,121.0,189.0,554.0,2019
160,161,Adam Ottavino\ottavad01,New York Yankees,COL,33,3.8,8,343.0,24.0,1.0,2.0,0.0,0.0,0.0,1.0,0.083,0.12,0.083,0.203,17.0,20.0,3.68,1.3,366.0,3.0,17.0,413.0,363.0,41.0,174.0,464.0,2019
161,162,Boog Powell\powelbo02,San Diego Padres,OAK,26,0.5,2,59.0,141.0,27.0,37.0,3.0,12.0,1.0,16.0,0.262,0.33299999999999996,0.38299999999999995,0.716,,,,,,,,,,,,,2019
162,163,Brian Schlitter\schlibr01,Oakland Athletics,LAD,33,,3,74.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,6.0,5.4,1.591,78.0,0.0,0.0,71.2,88.0,6.0,26.0,42.0,2019
163,164,Donovan Solano\solando01,San Francisco Giants,LAD,31,0.0,5,370.0,1068.0,99.0,274.0,9.0,99.0,11.0,65.0,0.257,0.306,0.331,0.636,,,,,,,,,,,,,2019
164,165,Chris Stewart\stewach01,San Diego Padres,ARI,37,-1.1,12,457.0,1184.0,106.0,272.0,9.0,90.0,6.0,99.0,0.23,0.297,0.29100000000000004,0.588,,,,,,,,,,,,,2019
165,166,Eric Stout\stouter01,San Diego Padres,KCR,26,-0.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,23.14,3.8569999999999998,3.0,0.0,0.0,2.1,7.0,2.0,2.0,2.0,2019
166,167,Beau Taylor\taylobe11,Oakland Athletics,OAK,29,0.0,1,7.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,0.33299999999999996,0.4,0.733,,,,,,,,,,,,,2019
167,168,Carlos Torres\torreca01,San Diego Padres,WSN,36,2.4,9,334.0,34.0,2.0,4.0,0.0,2.0,0.0,2.0,0.11800000000000001,0.16699999999999998,0.11800000000000001,0.284,30.0,31.0,4.04,1.3459999999999999,358.0,16.0,5.0,500.2,483.0,61.0,191.0,439.0,2019
168,169,Cristhian Adames\adamecr01,Chicago Cubs,MIA,27,-0.8,4,166.0,306.0,31.0,63.0,2.0,20.0,2.0,28.0,0.20600000000000002,0.28300000000000003,0.278,0.561,,,,,,,,,,,,,2019
169,170,Drew Pomeranz\pomerdr01,San Francisco Giants,BOS,30,7.2,8,62.0,70.0,4.0,12.0,2.0,5.0,0.0,1.0,0.171,0.183,0.28600000000000003,0.469,44.0,48.0,3.92,1.349,196.0,122.0,3.0,710.0,653.0,86.0,305.0,687.0,2019
170,171,Christian Bergman\bergmch01,Chicago Cubs,SEA,31,-0.6,5,56.0,37.0,2.0,5.0,0.0,1.0,0.0,1.0,0.135,0.158,0.135,0.293,11.0,15.0,5.59,1.474,71.0,25.0,0.0,215.2,269.0,40.0,49.0,130.0,2019
171,172,Taylor Guerrieri\guerrta02,Texas Rangers,TOR,26,0.1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,4.66,1.345,9.0,0.0,0.0,9.2,9.0,1.0,4.0,8.0,2019
172,173,Nick Markakis\markani01,Atlanta Braves,ATL,35,4.9,13,2001.0,7758.0,1043.0,2237.0,179.0,969.0,64.0,834.0,0.28800000000000003,0.358,0.424,0.782,,,,,,,,,,,,,2019
173,174,Fernando Rodriguez Jr.\rodrife02,San Diego Padres,BOS,35,0.4,9,,,,,,,,,,,,,,,,,,,,,,,,,2019
174,175,Tony Sanchez\sanchto01,Texas Rangers,TEX,31,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,2019
175,176,Gordon Beckham\beckhgo01,Detroit Tigers,SEA,32,-1.3,10,986.0,3180.0,391.0,759.0,74.0,336.0,32.0,253.0,0.239,0.302,0.366,0.669,,,,,,,,,,,,,2019
176,177,Danny Farquhar\farquda01,New York Yankees,CHW,32,0.8,7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10.0,15.0,3.93,1.2590000000000001,253.0,0.0,18.0,272.1,237.0,30.0,106.0,309.0,2019
177,178,Wilmer Flores\florewi01,Arizona Diamondbacks,NYM,27,0.8,6,581.0,1866.0,214.0,488.0,68.0,253.0,3.0,105.0,0.262,0.303,0.424,0.727,,,,,,,,,,,,,2019
178,179,Luis Sardinas\sardilu01,Washington Nationals,BAL,26,-0.9,5,182.0,459.0,50.0,103.0,5.0,32.0,10.0,29.0,0.22399999999999998,0.27399999999999997,0.292,0.5660000000000001,,,,,,,,,,,,,2019
179,180,Cody Allen\allenco01,Los Angeles Angels,CLE,30,3.5,7,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,29.0,2.98,1.189,456.0,0.0,149.0,440.2,351.0,46.0,173.0,564.0,2019
180,181,Avisail Garcia\garciav01,Tampa Bay Rays,CHW,28,5.7,7,638.0,2303.0,304.0,624.0,76.0,302.0,26.0,149.0,0.271,0.321,0.42,0.742,,,,,,,,,,,,,2019
181,182,Rob Scahill\scahiro01,Chicago Cubs,CHW,32,0.2,7,113.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16699999999999998,0.0,0.16699999999999998,5.0,7.0,3.85,1.443,124.0,0.0,0.0,149.2,157.0,16.0,59.0,99.0,2019
182,183,Josh Thole\tholejo01,Los Angeles Dodgers,DET,32,-0.8,9,,,,,,,,,,,,,,,,,,,,,,,,,2019
183,184,Allen Webster\webstal01,Chicago Cubs,CHC,29,0.0,4,12.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,6.13,1.589,31.0,23.0,0.0,123.1,129.0,21.0,67.0,79.0,2019
184,185,Buddy Boshers\boshebu01,Cincinnati Reds,PIT,31,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,0.0,4.59,1.274,100.0,0.0,0.0,86.1,85.0,10.0,25.0,78.0,2019
185,186,Paolo Espino\espinpa01,Washington Nationals,MIL,32,-0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,2019
186,187,Felix Jorge\jorgefe01,Cincinnati Reds,MIN,25,-0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,2019
187,188,Jed Lowrie\lowrije01,New York Mets,OAK,35,8.2,11,1109.0,3984.0,521.0,1043.0,104.0,509.0,7.0,438.0,0.262,0.335,0.414,0.7490000000000001,,,,,,,,,,,,,2019
188,189,Yasmani Grandal\grandya01,Milwaukee Brewers,LAD,30,8.2,7,726.0,2280.0,295.0,547.0,113.0,339.0,6.0,348.0,0.24,0.341,0.441,0.782,,,,,,,,,,,,,2019
189,190,Javy Guerra\guerrja01,Toronto Blue Jays,MIA,33,-0.8,8,148.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,8.0,11.0,3.42,1.42,201.0,0.0,31.0,213.1,209.0,14.0,94.0,171.0,2019
190,191,Derek Holland\hollade01,San Francisco Giants,SFG,32,1.0,10,42.0,68.0,3.0,5.0,0.0,0.0,0.0,3.0,0.07400000000000001,0.113,0.08800000000000001,0.201,76.0,73.0,4.44,1.3630000000000002,244.0,214.0,0.0,1291.1,1307.0,182.0,453.0,1063.0,2019
191,192,DJ LeMahieu\lemahdj01,New York Yankees,COL,30,11.1,8,955.0,3445.0,501.0,1026.0,49.0,349.0,75.0,278.0,0.298,0.35,0.406,0.7559999999999999,,,,,,,,,,,,,2019
192,193,Blake Parker\parkebl01,Minnesota Twins,LAA,34,2.9,6,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.0,7.0,3.29,1.163,229.0,0.0,24.0,224.1,193.0,30.0,68.0,256.0,2019
193,194,Jake Petricka\petrija01,Milwaukee Brewers,TOR,31,-0.7,6,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,3.98,1.52,222.0,0.0,16.0,223.2,249.0,18.0,91.0,172.0,2019
194,195,Daniel Schlereth\schleda01,Boston Red Sox,SEA,33,,9,,,,,,,,,,,,,,,,,,,,,,,,,2019
195,196,Lane Adams\adamsla01,Philadelphia Phillies,ATL,29,0.7,3,117.0,137.0,30.0,36.0,7.0,26.0,11.0,14.0,0.263,0.33299999999999996,0.467,0.8,,,,,,,,,,,,,2019
196,197,Brian Dozier\doziebr01,Washington Nationals,LAD,32,11.7,7,1002.0,3885.0,609.0,954.0,172.0,511.0,102.0,426.0,0.24600000000000002,0.324,0.444,0.768,,,,,,,,,,,,,2019
197,198,David Phelps\phelpda01,Toronto Blue Jays,SEA,32,3.1,6,132.0,52.0,0.0,6.0,0.0,1.0,0.0,0.0,0.115,0.132,0.115,0.247,30.0,33.0,3.89,1.32,228.0,64.0,5.0,553.2,515.0,57.0,216.0,520.0,2019
198,199,Zack Britton\brittza01,New York Yankees,NYY,31,5.9,8,19.0,8.0,3.0,5.0,1.0,2.0,0.0,0.0,0.625,0.625,1.125,1.75,31.0,22.0,3.21,1.261,331.0,46.0,142.0,541.2,478.0,34.0,205.0,446.0,2019
199,200,Drew Hutchison\hutchdr01,New York Yankees,TEX,28,-0.2,5,23.0,11.0,0.0,3.0,0.0,0.0,0.0,1.0,0.273,0.33299999999999996,0.273,0.606,32.0,23.0,5.1,1.403,98.0,79.0,0.0,460.1,489.0,68.0,157.0,415.0,2019
200,201,Gregory Infante\infangr01,Baltimore Orioles,CHW,31,0.8,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,3.56,1.3319999999999999,67.0,0.0,0.0,68.1,59.0,4.0,32.0,60.0,2019
201,202,Edward Paredes\pareded02,Philadelphia Phillies,LAD,32,0.0,2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,0.0,4.5,1.063,25.0,0.0,0.0,16.0,15.0,3.0,2.0,19.0,2019
202,203,Hector Santiago\santihe01,New York Mets,CHW,31,1.7,8,19.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.3,46.0,49.0,4.05,1.37,238.0,137.0,6.0,887.0,808.0,135.0,407.0,786.0,2019
203,204,Bo Schultz\schulbo02,Baltimore Orioles,PIT,33,-0.1,4,,,,,,,,,,,,,,,,,,,,,,,,,2019
204,205,Burch Smith\smithbu03,Milwaukee Brewers,KCR,29,-1.2,2,10.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.111,0.2,0.111,0.311,2.0,9.0,6.77,1.662,48.0,13.0,0.0,114.1,129.0,24.0,61.0,123.0,2019
205,206,Luis Avilan\avilalu01,New York Mets,PHI,29,1.4,7,324.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,19.0,10.0,3.09,1.225,399.0,0.0,2.0,308.2,260.0,15.0,118.0,276.0,2019
206,207,Tim Beckham\beckhti01,Seattle Mariners,BAL,29,5.2,5,384.0,1310.0,162.0,330.0,48.0,151.0,12.0,90.0,0.252,0.304,0.424,0.728,,,,,,,,,,,,,2019
207,208,Bryce Brentz\brentbr01,Boston Red Sox,NYM,30,-0.1,4,,,,,,,,,,,,,,,,,,,,,,,,,2019
208,209,Cory Gearrin\gearrco01,Seattle Mariners,OAK,33,3.2,7,234.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,12.0,9.0,3.54,1.285,270.0,0.0,5.0,246.2,213.0,18.0,104.0,235.0,2019
209,210,Jon Jay\jayjo02,Chicago White Sox,ARI,34,3.0,9,1131.0,3609.0,513.0,1030.0,36.0,327.0,55.0,274.0,0.285,0.35200000000000004,0.37799999999999995,0.7290000000000001,,,,,,,,,,,,,2019
210,211,Tomas Telis\telisto01,Minnesota Twins,MIA,28,-0.4,5,122.0,252.0,25.0,58.0,1.0,24.0,0.0,7.0,0.23,0.267,0.298,0.565,,,,,,,,,,,,,2019
211,212,Jeanmar Gomez\gomezje01,Texas Rangers,CHW,31,-1.0,9,219.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.158,0.158,0.158,0.316,27.0,30.0,4.4,1.433,299.0,46.0,40.0,540.0,596.0,60.0,178.0,348.0,2019
212,213,Shelby Miller\millesh01,Texas Rangers,ARI,28,-1.3,7,127.0,201.0,16.0,22.0,1.0,7.0,0.0,10.0,0.109,0.159,0.184,0.34299999999999997,37.0,53.0,3.83,1.3219999999999998,131.0,124.0,0.0,714.1,675.0,75.0,269.0,592.0,2019
213,214,Carlos Ramirez\ramirca01,Chicago Cubs,OAK,28,0.7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.88,0.84,17.0,0.0,0.0,25.0,9.0,3.0,12.0,19.0,2019
214,215,Danny Santana\santada01,Texas Rangers,ATL,28,-1.5,5,364.0,1095.0,152.0,280.0,13.0,100.0,48.0,48.0,0.256,0.292,0.375,0.667,,,,,,,,,,,,,2019
215,216,Odrisamer Despaigne\despaod01,Cincinnati Reds,LAA,32,-1.5,5,82.0,78.0,0.0,5.0,0.0,1.0,0.0,2.0,0.064,0.08800000000000001,0.077,0.16399999999999998,13.0,24.0,4.94,1.416,106.0,47.0,1.0,349.2,372.0,33.0,123.0,217.0,2019
216,217,Kelvin Herrera\herreke01,Chicago White Sox,WSN,29,3.7,8,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,29.0,2.82,1.1540000000000001,463.0,0.0,60.0,460.0,395.0,40.0,136.0,454.0,2019
217,218,Alex Meyer\meyeral01,Los Angeles Angels,LAA,29,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,2019
218,219,Carlos Perez\perezca02,Baltimore Orioles,TEX,28,-0.5,4,212.0,618.0,47.0,133.0,11.0,58.0,4.0,34.0,0.215,0.257,0.319,0.5760000000000001,,,,,,,,,,,,,2019
219,220,Colin Rea\reaco01,Chicago Cubs,SDP,28,-0.2,3,,,,,,,,,,,,,,,,,,,,,,,,,2019
220,221,Alberto Rosario\rosaral01,Arizona Diamondbacks,ARI,32,-0.3,2,,,,,,,,,,,,,,,,,,,,,,,,,2019
221,222,Hernan Iribarren\iribahe01,Cincinnati Reds,CIN,35,0.2,10,,,,,,,,,,,,,,,,,,,,,,,,,2019
222,223,Steven Baron\baronst01,Pittsburgh Pirates,STL,28,0.0,2,6.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.063,0.063,0.063,0.125,,,,,,,,,,,,,2019
223,224,Roberto Gomez\gomezro01,Pittsburgh Pirates,SFG,29,-0.6,2,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.98,2.114,9.0,0.0,0.0,14.2,29.0,0.0,2.0,14.0,2019
224,225,Jacob Lindgren\lindgja01,Chicago White Sox,ATL,26,,3,,,,,,,,,,,,,,,,,,,,,,,,,2019
225,226,Rafael Montero\montera01,Texas Rangers,NYM,28,-0.8,4,55.0,43.0,1.0,2.0,0.0,1.0,0.0,0.0,0.047,0.047,0.047,0.09300000000000001,6.0,16.0,5.38,1.705,58.0,30.0,0.0,192.1,217.0,24.0,111.0,189.0,2019
226,227,Cameron Perkins\perkica01,Los Angeles Dodgers,SEA,28,-0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,2019
227,228,Adrian Sampson\sampsad01,Texas Rangers,TEX,27,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,4.0,4.88,1.337,6.0,5.0,0.0,27.2,32.0,8.0,5.0,17.0,2019
228,229,Cory Spangenberg\spangco01,Milwaukee Brewers,SDP,28,0.9,5,387.0,1155.0,143.0,298.0,27.0,109.0,31.0,93.0,0.258,0.318,0.391,0.7090000000000001,0.0,0.0,13.5,3.5,2.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,2019
229,230,Troy Tulowitzki\tulowtr01,New York Yankees,TOR,34,3.6,12,1286.0,4793.0,761.0,1389.0,224.0,779.0,57.0,509.0,0.29,0.361,0.495,0.856,,,,,,,,,,,,,2019
230,231,Billy Burns\burnsbi02,New York Yankees,KCR,29,-1.1,4,,,,,,,,,,,,,,,,,,,,,,,,,2019
231,232,Taylor Featherston\feathta01,Kansas City Royals,CIN,29,-0.2,3,,,,,,,,,,,,,,,,,,,,,,,,,2019
232,233,Rymer Liriano\liriary01,New York Mets,MIL,28,0.1,4,,,,,,,,,,,,,,,,,,,,,,,,,2019
233,234,Paulo Orlando\orlanpa01,Los Angeles Dodgers,KCR,33,1.7,4,278.0,874.0,98.0,230.0,14.0,81.0,18.0,22.0,0.263,0.289,0.384,0.6729999999999999,,,,,,,,,,,,,2019
